class,pairs,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17
0,qid:2006,1,0,0,0,2,5,0,1,0,0,7,18,2,9,2,2.2,4
1,qid:2007,0,0,0,1,2,1,0,0,0,0,5,11,2,5,2,1.6,3
0,qid:2007,1,0,1,1,0,3,0,0,0,2,7,19,4,6,2,2.3,4
0,qid:2008,0,0,0,2,0,3,0,0,0,0,8,21,3,6,2,1.3,2
1,qid:2008,0,0,0,0,1,2,0,0,0,1,6,16,5,10,2,1.9,3
0,qid:2009,3,0,0,0,2,4,0,0,0,1,8,26,5,9,2,1.4,2
1,qid:2009,0,0,0,0,1,1,0,0,0,0,4,11,5,3,2,1.7,2
1,qid:2010,0,1,0,0,2,2,0,0,0,0,4,12,2,4,0,2,3
0,qid:2010,0,0,1,1,1,2,0,1,0,1,3,11,1,4,2,1.3,2
1,qid:2011,0,0,0,0,1,3,0,0,0,0,6,12,1,5,2,1.8,2
0,qid:2011,0,0,0,1,1,3,0,0,0,1,6,16,2,7,1,1.6,3
1,qid:2012,1,0,0,1,0,3,0,0,0,0,5,13,2,5,2,2.2,3
0,qid:2012,0,1,0,0,1,3,0,1,0,1,4,16,5,10,2,2.4,3
1,qid:2013,0,0,0,0,1,4,0,0,0,0,6,15,3,7,3,1.7,2
0,qid:2013,0,0,0,0,1,3,0,0,0,1,5,12,1,4,1,1,1
1,qid:2014,0,0,0,0,0,4,0,0,0,0,4,11,2,4,1,2,3
0,qid:2014,0,0,0,0,2,2,0,0,1,0,4,11,2,6,2,2.2,3
1,qid:2015,0,0,1,0,0,1,0,0,1,0,3,9,3,4,0,1.5,2
0,qid:2015,0,1,1,1,1,2,0,0,1,1,7,22,6,10,2,2,3
0,qid:2016,0,0,0,0,1,1,0,0,0,0,5,11,3,4,2,2,3
1,qid:2016,0,0,0,0,1,1,0,0,0,0,3,8,3,3,1,1.3,2
1,qid:2017,0,0,0,0,0,3,0,0,0,0,5,10,2,4,1,1.5,2
0,qid:2017,0,0,0,0,2,9,0,0,0,2,11,29,4,13,6,1.9,3
0,qid:2018,0,0,0,0,1,2,0,0,0,0,7,12,2,3,2,1.3,2
1,qid:2018,0,0,1,1,0,2,0,0,0,0,5,11,2,4,1,1.8,2
1,qid:2019,0,0,0,0,0,4,0,0,0,0,4,9,1,4,1,1.5,2
0,qid:2019,0,0,0,1,2,5,0,0,0,0,7,15,0,6,2,1.5,2
1,qid:2020,0,0,0,0,1,2,0,0,0,1,2,10,4,5,2,1,1
0,qid:2020,1,1,0,0,0,2,0,0,0,2,2,8,0,2,1,1,1
0,qid:2021,0,0,0,1,1,2,0,2,0,1,8,23,8,9,1,3.2,5
1,qid:2021,0,0,0,1,0,2,0,0,0,0,4,9,2,3,1,1.3,2
0,qid:2022,0,1,0,0,1,4,0,0,1,0,6,15,2,6,1,2.2,3
1,qid:2022,0,0,0,1,0,4,0,0,0,1,7,16,3,6,2,3,4
0,qid:2023,0,2,0,1,2,3,0,0,0,0,5,14,1,7,3,2.4,3
1,qid:2023,0,0,0,0,0,1,0,1,1,0,3,10,4,3,0,1.3,2
1,qid:2024,0,0,1,0,0,2,0,0,0,0,2,7,2,2,0,1.5,2
0,qid:2024,2,1,0,1,1,5,0,0,0,0,6,22,4,7,3,1.9,3
1,qid:2025,0,0,0,1,1,2,0,0,0,1,5,11,1,4,1,2.3,3
0,qid:2025,1,0,0,0,1,9,0,0,0,1,12,27,2,11,4,2.2,4
0,qid:2026,0,0,1,1,4,1,0,0,1,0,7,21,6,8,2,1.9,3
1,qid:2026,0,0,0,1,1,2,1,0,0,0,5,11,1,4,1,2.5,4
1,qid:2027,1,0,1,2,1,7,0,1,0,0,12,26,1,11,3,1.9,3
0,qid:2027,4,0,1,0,2,5,0,0,0,1,16,41,4,13,2,2.5,4
1,qid:2028,2,1,0,0,1,1,0,0,0,0,9,21,2,6,1,1.7,3
0,qid:2028,0,0,1,0,0,0,0,0,0,0,5,10,2,4,1,1.8,3
0,qid:2029,2,0,0,0,2,1,0,0,0,0,12,25,3,6,1,2,3
1,qid:2029,2,0,0,0,1,1,0,0,0,0,6,18,3,4,0,2,3
0,qid:2030,0,0,1,0,3,7,0,0,0,2,11,34,2,13,3,2.5,5
1,qid:2030,0,0,0,0,2,4,0,0,0,0,7,19,3,5,1,2.2,3
1,qid:2031,0,1,0,0,0,3,0,0,1,0,4,12,3,5,1,2.8,4
0,qid:2031,0,1,0,2,3,1,0,0,0,1,8,18,2,8,2,2.1,3
1,qid:2032,0,0,0,0,0,3,0,0,0,0,6,16,2,4,1,1.5,2
0,qid:2032,0,0,0,1,0,2,0,0,0,1,5,15,6,7,1,2.1,4
1,qid:2033,1,0,1,0,0,3,0,0,0,1,5,15,3,7,2,2.4,4
0,qid:2033,0,0,0,1,0,6,0,0,0,0,7,17,3,8,2,1.9,3
0,qid:2034,0,3,0,0,1,1,0,1,0,1,7,22,6,11,2,2.3,4
1,qid:2034,0,3,0,0,1,1,0,0,0,2,9,19,1,6,2,2.2,3
0,qid:2035,0,1,0,3,3,4,0,0,0,1,13,32,6,12,2,2.6,4
1,qid:2035,0,0,1,1,0,1,0,0,1,0,11,23,8,10,3,3,5
0,qid:2036,1,0,0,2,1,4,0,0,1,1,8,25,4,11,4,3.4,4
1,qid:2036,1,0,1,1,1,2,0,0,0,2,3,16,3,6,1,1.7,3
0,qid:2037,0,1,0,0,1,3,0,1,0,0,7,25,6,8,2,2.6,3
1,qid:2037,0,0,0,1,2,2,0,0,0,1,5,15,2,4,1,2.5,4
0,qid:2038,1,0,2,0,1,5,0,0,1,1,11,28,3,12,3,2.2,3
1,qid:2038,0,1,0,2,0,2,0,0,0,0,7,18,4,9,2,2.7,3
1,qid:2039,0,0,0,0,0,3,0,0,0,0,3,7,0,3,0,1.3,2
0,qid:2039,1,0,0,1,0,1,0,0,0,0,6,14,4,6,1,2.5,4
0,qid:2040,3,0,2,1,1,0,0,1,0,1,9,20,1,11,2,3.4,5
1,qid:2040,0,0,0,0,0,3,0,0,0,0,7,14,4,6,2,1.2,2
1,qid:2041,0,0,0,1,0,1,0,0,0,0,4,11,5,5,3,1.2,2
0,qid:2041,2,1,0,0,2,2,0,0,0,0,8,19,3,9,4,1.7,3
0,qid:2042,1,0,1,0,2,4,0,0,0,1,9,19,1,7,2,2.9,3
1,qid:2042,0,0,0,0,2,1,0,0,0,0,4,7,0,2,1,1.5,2
0,qid:2043,0,0,0,0,2,3,0,0,0,0,4,10,1,5,2,2.2,3
1,qid:2043,1,0,0,0,1,3,0,0,0,0,3,10,1,5,1,1.6,3
1,qid:2044,1,0,0,0,0,2,0,0,1,0,5,12,2,5,1,2.8,4
0,qid:2044,0,0,0,0,2,2,0,0,0,1,6,16,4,4,1,2,3
0,qid:2045,0,2,0,0,2,3,0,0,0,1,9,24,6,12,4,2,3
1,qid:2045,0,0,1,0,0,3,0,0,2,1,5,16,4,9,2,1.6,3
1,qid:2046,0,0,0,0,1,2,0,0,0,0,4,9,1,3,1,1,1
0,qid:2046,0,0,1,0,0,5,0,0,0,3,7,20,2,8,2,2.1,3
0,qid:2047,1,1,0,0,0,4,0,0,0,0,11,28,8,13,4,2.4,3
1,qid:2047,0,1,0,0,0,2,0,0,0,2,6,17,4,6,2,2.7,4
1,qid:2048,0,0,1,0,3,1,0,0,0,3,6,18,3,7,2,2.1,3
0,qid:2048,0,1,2,0,1,2,0,1,0,1,5,22,6,11,0,3.4,6
1,qid:2049,0,1,0,0,2,0,0,0,0,1,6,13,3,4,2,1.8,2
0,qid:2049,0,0,0,1,3,1,0,0,1,1,16,33,6,13,3,4.1,5
0,qid:2050,0,1,0,1,5,3,0,0,0,2,8,22,1,9,3,1.4,3
1,qid:2050,0,2,0,0,1,2,0,0,1,1,9,22,5,10,3,2.1,3
1,qid:2051,0,0,1,0,0,1,0,0,1,1,2,8,1,4,1,1.3,2
0,qid:2051,0,0,1,0,0,3,0,0,0,0,8,16,3,6,2,1.8,3
0,qid:2052,0,0,2,0,1,3,0,0,0,0,12,23,4,8,3,1.3,2
1,qid:2052,0,0,0,2,1,3,0,1,0,0,3,11,1,3,0,1.3,2
1,qid:2053,0,0,0,0,1,5,0,0,0,1,4,12,1,6,1,2,2
0,qid:2053,0,1,2,2,1,3,0,0,0,1,11,29,6,13,3,2.2,2
1,qid:2054,0,0,0,0,2,3,0,0,0,0,5,12,1,5,2,2,2
0,qid:2054,0,0,1,1,1,2,0,0,0,1,7,20,5,8,3,1.5,2
1,qid:2055,0,0,1,3,0,1,0,0,0,1,8,21,7,8,2,2.3,3
0,qid:2055,0,1,1,0,0,2,0,0,0,1,5,15,5,6,3,1.3,2
0,qid:2056,0,0,3,1,1,3,0,1,1,2,6,30,10,15,3,2.1,4
1,qid:2056,0,0,0,0,2,3,0,1,0,1,6,17,3,8,2,3.3,4
0,qid:2057,0,0,1,1,1,1,0,1,0,1,8,20,5,7,1,1.7,3
1,qid:2057,1,0,0,1,0,1,0,0,0,0,4,10,3,3,1,1.7,2
1,qid:2058,1,0,1,0,0,0,0,0,0,0,3,8,3,2,0,1,1
0,qid:2058,0,0,2,3,0,0,0,0,0,0,7,22,10,9,3,1.4,2
1,qid:2059,1,0,0,0,0,0,0,0,0,1,3,8,3,3,0,1.7,2
0,qid:2059,0,0,1,1,0,1,0,0,1,0,4,11,3,4,1,2,2
1,qid:2060,1,0,0,0,1,1,0,0,0,0,6,15,6,6,0,2.3,4
0,qid:2060,0,0,0,0,0,3,0,0,0,1,5,13,3,5,0,1.8,3
0,qid:2061,0,0,0,1,4,3,0,0,0,2,8,22,3,11,2,3.2,4
1,qid:2061,0,0,0,1,1,2,0,0,0,0,6,15,4,5,1,2,3
1,qid:2062,0,0,0,1,0,2,0,0,0,0,4,10,3,3,0,1.3,2
0,qid:2062,0,1,0,0,1,3,0,0,0,1,6,15,3,5,1,1,1
1,qid:2063,0,0,0,1,2,2,0,0,2,0,7,16,1,5,1,1.6,3
0,qid:2063,1,0,0,1,1,5,0,0,0,1,9,22,3,9,2,2.7,3
0,qid:2064,0,0,0,1,2,1,0,0,0,4,3,14,3,4,3,1.3,2
1,qid:2064,1,0,2,1,1,1,0,0,0,0,3,10,1,4,3,1.5,2
1,qid:2065,1,2,1,0,2,1,0,0,0,1,5,13,0,5,2,1.2,2
0,qid:2065,0,0,2,0,1,3,0,0,0,0,9,26,9,12,2,2.2,4
0,qid:2066,1,0,1,2,4,9,0,0,0,1,10,33,2,15,5,3.4,5
1,qid:2066,1,1,1,2,2,3,0,1,0,0,9,24,1,11,4,1.9,3
0,qid:2067,0,0,0,2,0,5,0,0,0,0,13,24,3,10,3,1.8,2
1,qid:2067,0,0,0,1,3,5,0,0,0,2,7,18,0,5,3,1.8,2
1,qid:2068,0,0,0,0,1,2,0,0,0,2,3,8,0,2,2,1,1
0,qid:2068,1,0,1,1,3,7,0,0,0,2,10,28,2,14,5,2.4,4
0,qid:2069,0,0,0,0,4,7,0,0,0,1,8,21,1,10,1,2.1,3
1,qid:2069,0,0,0,1,1,2,0,1,0,0,8,16,2,6,2,1.5,2
1,qid:2070,0,0,0,0,2,4,0,0,0,1,10,19,1,6,1,1.8,2
0,qid:2070,0,0,0,1,2,7,0,0,0,1,13,26,2,11,5,1.6,3
0,qid:2071,1,0,1,1,2,5,0,0,0,3,10,26,3,9,3,3.2,5
1,qid:2071,1,0,0,0,1,0,0,0,0,0,2,4,0,1,0,1,1
1,qid:2072,1,0,0,1,2,4,0,0,0,1,9,20,2,6,2,1.8,3
0,qid:2072,0,0,0,3,1,6,0,0,0,3,9,25,2,9,3,2.4,4
1,qid:2073,0,0,0,0,3,1,0,0,0,1,8,18,5,7,1,1.7,2
0,qid:2073,1,1,0,2,2,4,0,0,0,3,9,24,1,8,3,1.6,3
0,qid:2074,1,1,0,1,0,3,0,0,1,1,9,21,3,9,2,1.3,2
1,qid:2074,1,0,0,0,4,5,0,0,0,1,10,22,0,11,4,2.5,4
1,qid:2075,1,0,1,0,1,1,0,0,0,2,7,15,2,4,1,2,2
0,qid:2075,2,0,1,0,2,2,0,1,1,0,8,23,5,9,2,2.7,4
0,qid:2076,0,0,1,2,1,6,0,0,0,1,8,24,3,9,4,2,4
1,qid:2076,1,0,0,1,1,0,0,0,1,2,4,13,3,7,2,2.1,2
1,qid:2077,0,0,0,2,2,3,0,0,0,1,5,15,2,7,1,2,4
0,qid:2077,0,1,0,2,3,5,1,0,0,1,10,26,3,14,6,2,3
0,qid:2078,1,0,0,1,3,9,0,1,0,1,8,28,4,15,4,3.2,4
1,qid:2078,1,0,0,2,0,4,0,0,0,1,6,15,1,7,2,1.9,3
1,qid:2079,0,0,0,0,1,6,0,0,0,0,14,23,1,8,4,2,3
0,qid:2079,2,0,0,0,2,8,0,0,0,3,11,29,2,12,3,3.2,5
0,qid:2080,1,0,0,1,2,6,0,0,0,2,10,24,1,10,4,3,4
1,qid:2080,1,0,0,2,0,1,0,0,0,1,6,13,1,5,1,2.4,3
0,qid:2081,0,1,0,0,1,4,0,1,0,0,8,19,3,9,3,2.1,4
1,qid:2081,0,0,0,0,0,5,0,0,0,2,7,15,1,5,1,2,2
0,qid:2082,1,0,0,1,3,6,0,0,0,0,11,25,2,12,4,2.3,4
1,qid:2082,0,0,0,0,0,4,0,0,0,0,4,9,1,4,1,2,3
0,qid:2083,0,0,1,2,1,2,0,0,0,4,7,19,2,7,2,2.6,5
1,qid:2083,3,0,1,0,0,2,0,1,0,1,5,13,0,5,2,1.6,2
0,qid:2084,1,0,1,0,0,2,0,0,0,1,7,14,0,7,2,1.1,2
1,qid:2084,0,0,0,0,3,5,0,0,0,0,8,18,1,7,2,2.7,4
1,qid:2085,0,0,0,0,0,3,0,0,0,0,6,11,2,4,1,1.3,2
0,qid:2085,1,0,0,2,0,4,0,0,0,2,6,17,1,5,1,2.4,3
0,qid:2086,1,0,1,0,1,4,0,0,0,0,8,19,4,9,2,2.8,4
1,qid:2086,1,0,1,1,2,5,0,0,0,0,6,16,0,7,3,2,2
1,qid:2087,0,0,0,1,2,6,0,0,0,1,9,22,3,11,2,2.4,3
0,qid:2087,0,0,2,1,0,4,0,2,0,0,4,16,3,8,1,2.6,2
1,qid:2088,4,2,1,0,1,3,0,0,1,1,10,27,3,10,3,2.2,3
0,qid:2088,1,1,1,3,1,5,0,0,0,2,11,30,5,13,5,2.6,3
0,qid:2089,0,0,0,0,5,2,0,0,0,2,5,17,2,10,3,1.5,3
1,qid:2089,0,0,0,1,0,0,0,0,0,1,3,8,3,3,1,1.3,2
0,qid:2090,0,0,0,2,1,3,0,0,2,1,3,15,3,9,2,1.1,2
1,qid:2090,0,0,0,1,0,2,0,1,0,1,3,10,2,4,2,1.3,2
1,qid:2091,0,0,1,3,4,0,0,0,0,0,8,21,5,10,3,1.7,3
0,qid:2091,0,1,0,1,4,3,0,1,0,3,6,22,3,8,4,2.5,3
1,qid:2092,0,0,1,0,0,1,0,1,0,0,5,12,4,5,1,2.2,3
0,qid:2092,0,0,1,1,5,6,0,0,1,3,13,38,8,16,6,2.5,3
1,qid:2093,1,0,0,1,2,3,0,0,1,0,9,23,6,10,2,2,2
0,qid:2093,0,0,1,1,6,0,0,0,0,2,10,27,7,10,2,3,4
0,qid:2094,0,0,0,3,1,2,0,0,0,0,10,22,5,10,3,2.4,4
1,qid:2094,0,0,0,2,2,0,0,1,0,1,2,8,0,3,1,1.7,2
0,qid:2095,1,0,1,2,3,6,0,1,0,2,8,26,2,11,7,1.6,4
1,qid:2095,0,1,0,1,1,4,0,0,0,0,5,14,2,7,2,1.3,2
1,qid:2096,0,0,2,0,1,5,0,0,1,1,6,20,4,8,4,2.1,3
0,qid:2096,0,0,1,1,1,2,0,1,1,0,12,34,14,14,1,2.8,3
1,qid:2097,0,1,1,0,1,5,0,0,0,0,11,23,4,9,2,2.3,4
0,qid:2097,0,1,2,2,2,2,0,1,0,0,7,19,2,8,2,2.1,2
0,qid:2098,0,0,1,0,1,4,0,2,0,1,8,25,8,12,2,2,3
1,qid:2098,0,0,0,1,1,2,0,0,0,0,4,8,0,3,1,1.3,2
1,qid:2099,0,0,0,0,2,0,0,0,0,0,5,13,6,5,1,1.8,3
0,qid:2099,1,0,0,1,0,0,0,0,0,2,5,16,6,5,2,2,3
1,qid:2100,0,2,0,2,1,1,0,1,0,0,8,21,6,8,2,2.6,3
0,qid:2100,0,0,0,1,1,5,0,2,0,2,6,22,5,13,2,2.2,2
0,qid:2101,0,1,0,2,2,5,0,0,0,1,8,21,2,11,5,1.4,2
1,qid:2101,0,0,1,1,0,2,0,0,0,1,4,12,3,5,2,2,2
0,qid:2102,0,1,0,4,3,3,0,0,0,1,7,23,4,10,3,1.6,2
1,qid:2102,0,0,0,2,1,2,0,0,0,1,6,15,2,7,1,2.3,4
1,qid:2103,0,0,1,1,0,1,0,0,0,0,4,9,1,3,0,1.3,2
0,qid:2103,0,0,0,0,3,2,0,0,0,0,3,11,2,5,1,1.2,2
1,qid:2104,0,0,0,1,1,4,0,0,0,0,7,15,1,5,2,1.6,3
0,qid:2104,0,1,0,2,0,2,0,0,1,1,7,20,6,7,3,1.6,2
0,qid:2105,0,0,0,0,1,1,0,0,0,0,4,9,2,3,1,2,3
1,qid:2105,0,0,0,0,0,2,0,0,0,1,3,8,1,3,1,2,3
1,qid:2106,2,0,1,0,2,1,0,1,0,4,4,18,3,7,3,1.9,2
0,qid:2106,2,2,0,2,4,5,0,0,0,1,8,24,0,13,5,2.5,3
0,qid:2107,1,1,4,2,1,0,0,0,1,1,14,33,6,11,2,1.9,3
1,qid:2107,0,1,1,0,1,1,0,0,2,3,5,17,3,7,2,2.9,3
0,qid:2108,0,0,1,3,3,3,0,0,0,0,13,30,7,14,5,2.1,3
1,qid:2108,1,0,0,1,0,0,0,1,0,1,5,14,4,6,2,1,1
0,qid:2109,0,0,0,3,0,5,0,1,0,0,10,28,7,13,3,1.3,2
1,qid:2109,1,0,0,1,0,0,0,0,0,0,5,12,2,3,1,1.7,2
1,qid:2110,0,0,0,1,0,1,0,0,0,1,3,9,3,3,0,1.7,2
0,qid:2110,0,0,0,4,1,2,0,0,0,1,8,21,5,9,3,1.8,2
1,qid:2111,0,0,0,1,0,2,0,0,0,0,2,6,1,3,1,2,3
0,qid:2111,1,0,0,1,0,2,0,0,0,0,4,12,4,5,2,2,2
1,qid:2112,0,1,1,0,0,0,0,0,0,0,10,19,6,8,2,2.3,4
0,qid:2112,0,0,1,2,2,3,0,0,0,0,8,20,4,9,3,2.3,2
0,qid:2113,0,0,1,1,0,1,0,0,0,0,5,11,2,4,3,1.5,2
1,qid:2113,1,1,1,0,0,1,0,0,0,0,5,11,2,4,1,2.3,3
0,qid:2114,1,0,0,1,1,2,0,0,0,0,8,18,3,7,3,1.6,2
1,qid:2114,2,0,0,0,0,1,0,0,0,0,5,12,3,4,2,2,3
1,qid:2115,0,1,0,0,0,1,0,0,1,0,4,9,2,3,0,1.3,2
0,qid:2115,2,1,0,1,0,0,0,1,0,0,3,11,3,4,0,2.5,4
1,qid:2116,0,1,3,0,2,2,0,0,0,0,8,17,0,8,2,2.4,4
0,qid:2116,1,0,3,1,1,2,0,0,0,2,8,21,2,9,3,2.9,4
1,qid:2117,0,0,1,0,1,0,0,0,1,0,4,11,3,5,2,1.8,3
0,qid:2117,3,1,0,0,0,2,0,0,0,0,7,17,3,8,2,2.1,3
1,qid:2118,0,1,1,0,2,4,0,0,0,1,7,26,5,8,0,2.1,3
0,qid:2118,0,0,0,1,3,2,0,0,1,1,6,19,4,9,3,2,4
0,qid:2119,3,0,1,1,3,4,0,0,0,4,8,25,1,10,4,2.4,3
1,qid:2119,0,0,1,0,2,1,0,0,0,0,5,10,1,4,1,1.8,3
1,qid:2120,3,0,0,0,0,5,0,1,0,0,5,16,2,9,1,1.8,2
0,qid:2120,0,0,0,3,1,5,0,0,0,0,9,25,7,10,3,2.4,3
0,qid:2121,0,2,3,1,1,4,0,1,0,0,11,29,6,14,3,3.6,4
1,qid:2121,0,0,0,0,0,2,0,0,0,0,4,8,1,2,0,1,1
0,qid:2122,1,0,1,2,1,4,0,0,1,0,9,24,5,10,2,3,5
1,qid:2122,1,0,0,0,0,4,0,0,2,1,5,19,3,7,0,2.4,4
1,qid:2123,0,0,1,2,1,0,0,0,1,0,3,11,3,3,0,1.7,2
0,qid:2123,3,0,1,0,0,2,0,0,0,0,5,15,1,5,1,1.4,2
1,qid:2124,0,0,1,2,4,2,0,0,0,1,10,20,0,7,3,1,1
0,qid:2124,1,1,0,1,0,3,0,0,0,0,10,25,8,10,3,1.7,3
0,qid:2125,1,1,0,0,1,6,0,0,0,0,12,23,2,8,3,1.9,4
1,qid:2125,0,0,0,0,1,2,0,0,1,1,4,11,2,6,2,1.5,2
0,qid:2126,0,1,1,0,1,1,0,0,0,1,7,19,7,8,2,2,3
1,qid:2126,0,0,0,1,1,3,0,0,0,1,4,13,3,6,2,1.3,2
0,qid:2127,1,2,0,0,4,8,0,0,0,2,7,28,4,13,7,1.4,2
1,qid:2127,0,0,0,1,0,1,0,0,0,1,8,18,7,6,3,1.3,2
0,qid:2128,0,1,1,3,0,3,0,0,0,1,10,24,5,12,5,3,4
1,qid:2128,0,0,2,0,2,3,0,0,0,0,13,25,4,8,2,2.1,3
0,qid:2129,0,0,0,4,0,2,0,0,0,1,7,22,8,8,3,1.5,2
1,qid:2129,1,0,0,0,0,2,0,0,0,0,2,5,0,2,0,1.5,2
0,qid:2130,0,0,1,0,1,4,0,0,0,2,5,17,3,6,2,2.5,4
1,qid:2130,0,0,1,0,1,0,0,0,0,0,3,8,3,4,0,2,2
1,qid:2131,0,0,0,0,0,4,0,0,0,0,5,11,1,3,1,1.3,2
0,qid:2131,1,0,1,0,1,2,0,0,0,3,4,12,0,3,3,1.3,2
1,qid:2132,0,0,0,0,1,6,0,0,0,1,5,13,0,6,3,2,2
0,qid:2132,1,0,1,3,2,4,0,0,0,0,10,23,1,10,4,1.7,2
0,qid:2133,0,0,0,2,0,3,0,0,0,1,5,11,0,4,3,1.8,2
1,qid:2133,0,0,0,0,1,4,0,0,0,1,5,11,0,5,1,2.4,3
0,qid:2134,0,0,0,1,3,3,0,0,0,2,9,22,1,10,1,2.3,4
1,qid:2134,0,0,0,0,0,3,0,0,0,0,8,15,4,5,1,2.4,3
1,qid:2135,0,0,1,1,2,5,0,0,1,1,4,17,1,5,2,2,2
0,qid:2135,3,0,0,0,0,2,0,0,1,0,3,15,6,6,1,1.2,2
1,qid:2136,2,0,0,1,1,0,0,0,0,0,3,9,2,4,1,1.8,3
0,qid:2136,1,0,1,0,1,2,0,0,0,1,6,15,3,7,2,2.7,4
1,qid:2137,1,0,0,0,1,2,0,0,0,0,3,7,0,2,0,1,1
0,qid:2137,1,0,1,1,4,1,0,0,0,0,5,13,0,7,2,2,3
1,qid:2138,0,1,0,1,2,0,0,0,0,1,6,12,1,4,1,1,1
0,qid:2138,1,0,0,0,2,3,0,0,3,0,5,16,2,7,3,1.6,2
0,qid:2139,0,0,0,1,1,3,0,0,0,0,6,13,1,5,1,2.2,3
1,qid:2139,1,0,0,0,0,4,0,0,0,0,3,10,0,2,0,1.5,2
1,qid:2140,0,0,0,0,1,2,0,0,0,0,4,10,1,2,0,1.5,2
0,qid:2140,2,0,1,2,4,7,0,0,1,2,9,30,2,15,5,3.3,4
0,qid:2141,0,0,1,0,2,3,0,0,0,4,5,17,2,5,3,2.6,3
1,qid:2141,2,0,1,0,0,0,0,0,0,1,6,14,3,5,3,1.6,2
0,qid:2142,0,0,0,1,1,2,1,0,0,0,5,11,1,4,1,2.3,3
1,qid:2142,0,0,0,0,1,2,0,0,0,1,4,11,2,5,2,1.2,2
1,qid:2143,0,0,0,2,1,4,0,0,2,0,5,16,1,9,2,2.9,4
0,qid:2143,0,0,1,0,1,6,0,0,1,2,10,27,4,11,2,2.5,5
1,qid:2144,1,0,0,0,0,6,0,0,0,0,6,14,1,6,2,1.8,2
0,qid:2144,1,0,0,1,0,5,0,0,0,0,12,25,5,10,2,1.7,2
1,qid:2145,0,0,0,0,0,3,0,0,0,0,3,8,2,4,0,2,3
0,qid:2145,0,0,1,0,2,2,0,0,0,1,8,16,2,6,2,2,3
0,qid:2146,0,0,0,0,5,3,0,0,0,0,13,27,3,9,2,1.6,2
1,qid:2146,0,0,0,0,2,2,0,0,0,0,7,14,3,4,1,2.3,3
1,qid:2147,0,0,0,0,0,4,0,0,0,2,5,14,0,5,1,1.2,2
0,qid:2147,0,1,0,0,2,5,0,0,0,1,7,18,0,7,3,2.4,3
1,qid:2148,0,0,1,1,2,2,0,0,0,0,7,15,0,5,0,1.2,2
0,qid:2148,0,0,1,2,2,3,0,0,1,1,10,23,3,7,3,1.6,3
1,qid:2149,0,0,0,1,3,1,0,1,1,0,4,13,1,6,1,2.5,4
0,qid:2149,0,0,1,1,5,7,0,0,0,3,17,38,3,15,7,2.6,3
1,qid:2150,0,0,0,1,8,2,0,0,0,1,11,27,3,13,5,2.4,3
0,qid:2150,0,1,0,2,2,8,0,0,1,2,9,28,3,14,6,2,2
1,qid:2151,1,0,0,1,0,1,0,0,0,1,7,14,2,6,1,2.5,4
0,qid:2151,1,0,0,0,2,7,0,0,0,1,9,20,0,9,3,1.8,2
1,qid:2152,0,0,0,1,1,1,0,0,0,0,5,10,2,3,1,1.3,2
0,qid:2152,0,0,1,0,1,3,0,0,0,2,4,16,4,5,1,2,3
1,qid:2153,0,0,0,0,0,2,0,0,0,0,2,6,0,2,0,1,1
0,qid:2153,0,0,0,1,1,2,0,0,1,0,12,26,8,11,2,1.7,2
1,qid:2154,0,0,0,0,1,2,0,0,1,0,6,15,5,6,2,2,3
0,qid:2154,0,0,0,1,2,6,0,0,0,2,8,20,1,10,4,1.3,2
0,qid:2155,0,0,0,1,0,3,0,1,0,0,4,11,1,6,1,2.2,3
1,qid:2155,0,0,0,0,1,3,0,0,0,0,5,12,0,4,2,1.5,2
1,qid:2156,0,0,0,0,1,2,0,0,1,0,4,9,1,3,1,1.7,2
0,qid:2156,0,0,0,1,5,3,0,0,0,0,6,16,1,9,3,1.9,3
0,qid:2157,0,0,0,3,0,4,0,0,0,1,6,15,1,9,2,1.8,2
1,qid:2157,0,0,0,0,1,2,0,0,0,1,2,7,1,5,1,1.8,2
0,qid:2158,0,0,0,0,2,3,0,0,0,1,2,8,0,4,2,2,3
1,qid:2158,0,0,0,0,0,2,0,0,1,2,0,5,0,2,2,1,1
0,qid:2159,0,0,2,0,2,4,0,0,0,3,8,20,1,10,2,2.6,4
1,qid:2159,0,0,0,0,0,5,0,1,0,0,4,12,2,4,1,1.8,2
0,qid:2160,0,0,0,1,1,2,1,0,0,1,1,7,0,2,1,1.5,2
1,qid:2160,0,0,0,0,0,1,0,0,0,0,5,9,3,3,1,1,1
0,qid:2161,0,0,0,2,1,2,0,0,0,1,3,10,1,4,2,2.3,3
1,qid:2161,0,0,0,1,1,5,0,0,0,0,5,12,0,5,2,1.8,2
0,qid:2162,0,0,0,1,1,2,0,1,0,0,5,12,1,5,2,1.6,3
1,qid:2162,0,0,0,0,0,3,0,0,0,1,6,13,2,4,1,2.3,3
0,qid:2163,0,0,0,1,3,3,0,0,0,2,6,17,1,8,1,2,2
1,qid:2163,0,0,0,0,1,1,0,0,0,1,4,8,1,2,1,1,1
1,qid:2164,0,0,0,0,1,3,0,0,1,0,7,13,1,5,1,1.6,2
0,qid:2164,0,0,2,1,0,3,0,0,0,1,7,15,1,5,1,2.2,3
1,qid:2165,0,0,0,0,3,3,0,1,0,1,6,16,1,6,2,2.5,3
0,qid:2165,2,0,1,0,0,1,0,1,0,2,4,13,2,5,2,1.8,3
